,newDesk,commentBody
2948,Washington,"Is this really how you promote ""America First' by bashing and bullying American companies?  Amazon and others are right to ignore the continued pettiness and peevishness of man who seems more intent on Making America Grovel Again than Great Again.  It's all about a very insecure, fearful narcissist who needs to feel great by putting everyone else down.  And that sadly is ""stupid."""
2949,Washington,"My thinking exactly... his dishonest, inflamatory twitter rants violate twitter's standards.. they need to pull the plug... now.. block him from twitter/facebook, etc.. and then he will only have Trump TV, which no one watches... and Fox... but that is at least manageable. My father once told me worse than being hated is ignored.. when they feel nothing for you, you are dead."
2950,Washington,Trump wants to hand Syria to Putin on a platter.
2951,Washington,"For what it is worth, the Russian Consulate here in Seattle has been closed.  That is the consulate for the entire western U.S.  I have to go downtown in a couple of days and I can check and see if it is still being guarded by the State Department:)  <br/><br/>The Russian Consulate here in town is close to Bangor Naval Base which has more nukes stockpiled than anywhere else on earth.  The consulate may not open any time soon.  "
2952,Climate,The administration could just use China's clean air and water standards and enforcement approach so in 5 years or less Americans will need to check the PM2.5 levels every day and wear masks to go outside. 
2953,Climate,It's difficult to separate Pruitt's ethics from his E.P.A policies.
2954,Climate,This man is  one of the most dangerous people in the Trump Administration. He will rollback anything good that was put into place by Obama in order to line the pockets of those to whom he is beholden - the captains of industry that Trump loves. There is no care for the planet or the people of this country who require clean air and clean water to live. <br/><br/>He should be removed from office immediately - perhaps Trump will give us a tweet we actually could cheer about.
2955,Climate,"Only Trump's election sickened me more than this man's cabinet appointment. Only Trump's exit will make me happier than to see this man leave his post. Please keep the spotlight on his actions, both policy and ethical ones. While Trump approves of his policies, he seems to hate the negative stories. Keep them front and center, please! The EPA has gone from a swamp, which is really a healthy ecosystem, to a toxic waste dump due to this man. I can't even say his name, he sickens me so."
2956,Climate,"The most obvious is the removal of the natural gas production limits.  The Paris Accords, as interpreted by Obama, meant a reduction in natural gas production and usage to 80%.  <br/><br/>Natural gas will save this planet, both in terms of ameliorating CO2 production and with clean air.  <br/><br/>Fracking allows the US a 200+ year supply with only 10% of the reservoirs being tapped (waiting for some further technological advancements to get the other 90%).<br/><br/>About half the CO2 produced per unit of energy, no coal mining, no particulate pollution.  Exploit natural gas, ship it liquefied as LNG and China, India, and soon, Africa, can have cheap clean electricity.  <br/><br/>The 2 US LNG import terminals have been converted to export with 5 under construction - ships capable of moving LNG increased by 50% just last year.<br/><br/>LNG will save the planet from global warming and pollution.  It will also be quite profitable for the US.  Much of the worlds plastics industry is settling in Texas to take advantage of the cheap gas.<br/><br/>LNG will change the world (to the vastly, vastly, better)."
2957,OpEd,"Mr. Kristoff makes good points - if rather tired ones.<br/><br/>Here's perhaps another point - 250,000 amazing people staging a march on the Washington Mall will not beat five people from the NRA with an open checkbook roaming the halls under the Capital Dome.<br/>Reverse this situation and see what happens."
2958,OpEd,"Guns (for the 10,578th time) do not kill people.  People kill people.  Sometimes people with knives kill people. Knives seem to be a favorite in London where the murder rate is similar to that NYC.<br/><br/><a href=""https://www.usatoday.com/story/news/world/2018/04/03/londons-murder-rate-higher-than-new-york-citys/480860002/"" title=""https://www.usatoday.com/story/news/world/2018/04/03/londons-murder-rate-higher-than-new-york-citys/480860002/"" target=""_blank"">https://www.usatoday.com/story/news/world/2018/04/03/londons-murder-rate...</a><br/><br/>Thoughts anyone?  <br/><br/>I love me my Second Amendment."
2959,OpEd,"You cannot point to other consumer goods which have a purpose other than death to argue that guns are less dangerous. Their utility is close to zero so there really is no comparison to other products for which utility is huge compared to the few accidental deaths they may cause and are constantly being made safer through technology. The only utility of guns is the false claim that they are useful for defense but this is both statistically wrong and factually false. Guns are seldom successful instruments of defense, kill more victims through accidents, and have negative utility when the numbers are truly examined instead of occasional anecdotes.<br/><br/>Nice try even though you are arguing for gun control. But because we don't need guns at all, and their utility is negative, the only rational argument is that they all should be banned. We actually can reach a point where there are no guns so that even the police can abandon them, and the argument for their use as defenses will be an empty one."
